"URL","NOMBRE","DESCRIPCION"
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-especialista-en-proyectos-de-innovacion-en-ti-en-bogota-dc-2618A3B40665E76861373E686DCF3405","Ingeniero de Sistemas - Especialista en proyectos de innovación en TI","PerfilIngeniero de Sistemas especialización o maestría y amplia experiencia en la implementación de proyectos tecnológicos e innovación, implementador o asesor en arquitectura empresarial, liderando la transformación de servicios y proyectos tecnológicos que apalanquen los objetivos de la empresa bajo un modelo de gobierno centralizado alineado con las buenas prácticas de la industria.ExperienciaPlaneación, dirección y administración de los proyectos y procesos de T.I. asociados a la estrategia institucional bajo el modelo de Arquitectura Empresarial establecida.Haber participado con Analistas de Negocio, Soluciones y Arquitectos Empresariales y contribuido a la estrategia de datos en entidades estatales.Participación de transformación digital y estratégico en tecnología y procesos de TI e innovación en entidades del estado empresa privada.Conocimiento en manejo de grandes datos, nubes de datos e innovadores servicios de gestión de datos.Formación AcadémicaEspecialista o maestría en innovación tecnológica o Gerencia de Proyectos en Inteligencia de Negocios o afines.Profesional Ingeniería de SistemasFormación ComplementariaTOGAF.Técnicas de Modelado: Archimate, UML, BPMN, Entidad Relación, etc.Gobierno de TI (COBIT, CGEIT, CISA, ITIL).GERENCIA PROYECTOS - Marcos de referencia de administración de proyectos: PMBOK, PRINCE2, etc.Análisis de Negocio (BABOK), Administración de procesos de negocio (BPM).Arquitectura Aplicativa (Estilo de arquitectura SOA - Arquitectura Orientada a Servicio).Contratación Estatal.Scrum.Plataformas tecnológicas (ERP, CRM, BI).ExperienciaEntre 3 y 5 años como arquitecto empresarial. Habilidades•	Liderazgos gerenciales o directivos•	Liderazgo y trabajo en equipo•	Negociación•	Análisis lógico o analítico•	Comunicación oral y escrita (español e inglés)Certificaciones mínimas:•	TOGAF 9 Certified •	CGEIT - Certified in the Governance of Enterprise IT (ISACA)•	Open CA - Open Group Certified Architect (Open Group)•	PMP - Project Management Profesional (PMI) - (PgMP)"
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-exp-en-base-de-datos-y-gestores-documentales-en-bogota-dc-ABDBBA902A01375A61373E686DCF3405","Ingeniero de sistemas - Exp en base de datos y Gestores documentales","En Jobandtalent empleamos a más de 15.000 profesionales en toda Colombia y ofrecemos oportunidades de empleo de forma constante para que siempre tengas un empleo a tu disposición. En este momento, estamos contratando PROFESIONAL IV GESTION DOCUMENTAL DIRECCION DE RELACIONAMIENTO TI CON EL NEGOCIO.FUNCIONES1. Apoyar los proyectos designados por la coordinación de proyectos de la DSI o PETI, en la ejecucion y/o gestión de los requerimientos tecnicos, ajustes y mejoras de los requerimientos funcionales en el marco de los proyectos PETI.2. Atender los requerimientos funcionales y no funcionales de los usuarios, gestionar el desarrollo e implementación de las soluciones entregadas por los proveedores tecnológicos.3. Evaluar la gestión de las aplicaciones de acuerdo con las necesidades de los proyectos de PETI o de la DSI.4. Las demás actividades que le sean asignadasREQUISITOSProfesional  en Ingeniería de Sistemas o Ingeniería Electrónica o Ingeniería Software y/o carreras relacionadasProfesional con 24 meses de experiencia laboralSe hace necesario contar con un profesional que cuente con conocimiento técnico en Gestores Documentales y bases de datos.CONDICIONESSALARIO: $ 5,137,360 "
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-desarrollador-react-java-jl-sector-de-telecomunicaciones-en-bogota-dc-917F87116C696FC261373E686DCF3405","Ingeniero de sistemas desarrollador react Java Jl - Sector de telecomunicaciones","Ingeniero de sistemas-desarollador reactjs-java					Nivel educativo mínimo requerido: Profesional o últimos semestres de ingeniería de sistemas			Horario de trabajo: 8am -6pm lunes a viernes					Tiempo de experiencia mínimo en el cargo  2 añosSalario en pesos: entre 2 millones a 3 millones de pesos			Tipo de contrato: termino infefinido				Conocimientos especificos ( manejo de programas, normas procedimientos) java 8,spring framework,spring boot,reactjs, sql para bases de datos oracle/mysql,servicios rest. Deseable conocimientos en : angular (6 o superior) ,contenerización (docker) ,cd - ci .	Descripción de las funciones ( que va realizar la persona en su lugar de trabajo)	va a desarrollar software a la medida la bajo plataforma reactjs-java.					Lugar de trabajo ( aclarar localidad) pasadena, localidad suba"
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-ingeniero-de-sistemas-graduado-en-bogota-dc-1C231536D32428E061373E686DCF3405","analista de sistemas - Ingeniero de sistemas graduado","Importante compañía de Tecnología solicita para su equipo de trabajo Ingeniero ya graduado. con experiencia mínimo 1 año en desarrollo Java, Procedimiento de almacenamiento, Análisis de requerimientos. con aptitud para aprender POWER - BUILDERContrato: Directo por la compañía a termino indefinido.Horario: lunes a viernes de 8 a.m - 5 p.mSalario: $ 3.500.000 a $ 4.000.000 + Prestaciones de Ley + Bono anual por desempeño"
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-proyectos-ingniero-de-sistemas-o-a-fines-en-bogota-dc-A718FDC96CF4CE1661373E686DCF3405","Ingeniero de proyectos - Ingniero de sistemas o a fines.","Importante empresa del sector de tecnología, desea vincular a su equipo de trabajo, Ingeniero de sistemas o a fines. para liderar proyectos de desarrollo de software y seguridad informática.Debe ser una persona líder, enfocada a resultados, trabajar en equipo y manejar metodologías estratégicas de manejo de proyectos. Salario de 3000000 a 5000000 de acuerdo a experiencia + todas las prestaciones de ley.Se trabaja de manera remota inicialmente, luego se trabaja en oficinas de la empresa."
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-ingeniero-de-sistemas-en-barranquilla-A9ECD339A80C523561373E686DCF3405","programador/a - Ingeniero de sistemas","Importante empresa del sector de tecnologia desea integrar a su equipo de trabajo Desarrollador sénior,  con experiencia en JAVA, trabajara en soluciones tecnológicas, desarrollo de nuevas funcionalidades y optimización de las existentes. COMPETENCIAS:•	Java y Java EE•	ORM específicamente Hibernate•	SQL y PostgreSQL•	Bootstrap 4, jQuery, HTML5salario de 4.000.000 a 5.000.000 de acuerdo a experiencia, se firma contrato directamente con la empresa a termino indefinido.El proceso de selección se realizara de manera remota."
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-ingeniero-de-sistemas-en-bogota-dc-59DBB2CD22FF178161373E686DCF3405","programador/a - Ingeniero de sistemas","Importante empresa del sector de tecnologia desea integrar a su equipo de trabajo Desarrollador sénior,  con experiencia en JAVA, trabajara en soluciones tecnológicas, desarrollo de nuevas funcionalidades y optimización de las existentes. COMPETENCIAS:•	Java y Java EE•	ORM específicamente Hibernate•	SQL y PostgreSQL•	Bootstrap 4, jQuery, HTML5salario de 4.000.000 a 5.000.000 de acuerdo a experiencia, se firma contrato directamente con la empresa a termino indefinido.El proceso de selección se realizara de manera remota."
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-ingeniero-de-sistemas-en-medellin-0E304AB560BD598861373E686DCF3405","programador/a - Ingeniero de sistemas","Importante empresa del sector de tecnologia desea integrar a su equipo de trabajo Desarrollador sénior,  con experiencia en JAVA, trabajara en soluciones tecnológicas, desarrollo de nuevas funcionalidades y optimización de las existentes. COMPETENCIAS:•	Java y Java EE•	ORM específicamente Hibernate•	SQL y PostgreSQL•	Bootstrap 4, jQuery, HTML5salario de 4.000.000 a 5.000.000 de acuerdo a experiencia, se firma contrato directamente con la empresa a termino indefinido.El proceso de selección se realizara de manera remota."
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-ingeniero-de-sistemas-en-cali-78A16441D5D5863061373E686DCF3405","programador/a - Ingeniero de sistemas","Importante empresa del sector de tecnologia desea integrar a su equipo de trabajo Desarrollador sénior,  con experiencia en JAVA, trabajara en soluciones tecnológicas, desarrollo de nuevas funcionalidades y optimización de las existentes. COMPETENCIAS:•	Java y Java EE•	ORM específicamente Hibernate•	SQL y PostgreSQL•	Bootstrap 4, jQuery, HTML5salario de 4.000.000 a 5.000.000 de acuerdo a experiencia, se firma contrato directamente con la empresa a termino indefinido.El proceso de selección se realizara de manera remota."
"https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-en-medellin-758A1B35F6D609D361373E686DCF3405","Ingeniero de sistemas","Importante Ips de la ciudad requiere para su equipo de trabajo Profesional en Ingenieria de sistemas, para el cargo de Profesional de sistemas.Objetivo del cargo:Análisis, diseño e implantación de soluciones informáticas y garantizar la adecuada infraestructura para que las soluciones de la empresa funcionen de acuerdo a las necesidades estratégicas de la organización.Responsabilidades: •	Inventario y mantenimiento de equipos y sistemas informáticos.•	Realizar el estudio de factibilidad para implantar soluciones informáticas organizacionales..•	Garantizar que la infraestructura sea adecuada para los aplicativos organizacionalesEntre otras."
